sample_id,sequence_id,frame_id,object_id,raw_label,class_id,class_name,bbox_source,image_source,image_path,label_path,notes
2019-09-16-12-52-12_000199,2019-09-16-12-52-12,000199,000004,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000199.npy,images/2019-09-16-12-52-12/000199.png,labels/2019-09-16-12-52-12/000199.txt,
2019-09-16-12-52-12_000200,2019-09-16-12-52-12,000200,000004,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000200.npy,images/2019-09-16-12-52-12/000200.png,labels/2019-09-16-12-52-12/000200.txt,
2019-09-16-12-52-12_000201,2019-09-16-12-52-12,000201,000004,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000201.npy,images/2019-09-16-12-52-12/000201.png,labels/2019-09-16-12-52-12/000201.txt,
2019-09-16-12-52-12_000202,2019-09-16-12-52-12,000202,000004,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000202.npy,images/2019-09-16-12-52-12/000202.png,labels/2019-09-16-12-52-12/000202.txt,
2019-09-16-12-52-12_000203,2019-09-16-12-52-12,000203,000004,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000203.npy,images/2019-09-16-12-52-12/000203.png,labels/2019-09-16-12-52-12/000203.txt,
2019-09-16-12-52-12_000204,2019-09-16-12-52-12,000204,000004,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000204.npy,images/2019-09-16-12-52-12/000204.png,labels/2019-09-16-12-52-12/000204.txt,
2019-09-16-12-52-12_000205,2019-09-16-12-52-12,000205,000004,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000205.npy,images/2019-09-16-12-52-12/000205.png,labels/2019-09-16-12-52-12/000205.txt,
2019-09-16-12-52-12_000206,2019-09-16-12-52-12,000206,000004,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000206.npy,images/2019-09-16-12-52-12/000206.png,labels/2019-09-16-12-52-12/000206.txt,
2019-09-16-12-52-12_000207,2019-09-16-12-52-12,000207,000004,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000207.npy,images/2019-09-16-12-52-12/000207.png,labels/2019-09-16-12-52-12/000207.txt,
2019-09-16-12-52-12_000208,2019-09-16-12-52-12,000208,000004,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000208.npy,images/2019-09-16-12-52-12/000208.png,labels/2019-09-16-12-52-12/000208.txt,
2019-09-16-12-52-12_000209,2019-09-16-12-52-12,000209,000004,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000209.npy,images/2019-09-16-12-52-12/000209.png,labels/2019-09-16-12-52-12/000209.txt,
2019-09-16-12-52-12_000210,2019-09-16-12-52-12,000210,000004,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000210.npy,images/2019-09-16-12-52-12/000210.png,labels/2019-09-16-12-52-12/000210.txt,
2019-09-16-12-52-12_000211,2019-09-16-12-52-12,000211,000004,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000211.npy,images/2019-09-16-12-52-12/000211.png,labels/2019-09-16-12-52-12/000211.txt,
2019-09-16-12-52-12_000212,2019-09-16-12-52-12,000212,000004,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000212.npy,images/2019-09-16-12-52-12/000212.png,labels/2019-09-16-12-52-12/000212.txt,
2019-09-16-12-52-12_000213,2019-09-16-12-52-12,000213,000004,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000213.npy,images/2019-09-16-12-52-12/000213.png,labels/2019-09-16-12-52-12/000213.txt,
2019-09-16-12-52-12_000214,2019-09-16-12-52-12,000214,000004,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000214.npy,images/2019-09-16-12-52-12/000214.png,labels/2019-09-16-12-52-12/000214.txt,
2019-09-16-12-52-12_000215,2019-09-16-12-52-12,000215,000004,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000215.npy,images/2019-09-16-12-52-12/000215.png,labels/2019-09-16-12-52-12/000215.txt,
2019-09-16-12-52-12_000216,2019-09-16-12-52-12,000216,000004,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000216.npy,images/2019-09-16-12-52-12/000216.png,labels/2019-09-16-12-52-12/000216.txt,
2019-09-16-12-52-12_000491,2019-09-16-12-52-12,000491,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000491.npy,images/2019-09-16-12-52-12/000491.png,labels/2019-09-16-12-52-12/000491.txt,
2019-09-16-12-52-12_000492,2019-09-16-12-52-12,000492,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000492.npy,images/2019-09-16-12-52-12/000492.png,labels/2019-09-16-12-52-12/000492.txt,
2019-09-16-12-52-12_000493,2019-09-16-12-52-12,000493,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000493.npy,images/2019-09-16-12-52-12/000493.png,labels/2019-09-16-12-52-12/000493.txt,
2019-09-16-12-52-12_000494,2019-09-16-12-52-12,000494,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000494.npy,images/2019-09-16-12-52-12/000494.png,labels/2019-09-16-12-52-12/000494.txt,
2019-09-16-12-52-12_000495,2019-09-16-12-52-12,000495,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000495.npy,images/2019-09-16-12-52-12/000495.png,labels/2019-09-16-12-52-12/000495.txt,
2019-09-16-12-52-12_000496,2019-09-16-12-52-12,000496,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000496.npy,images/2019-09-16-12-52-12/000496.png,labels/2019-09-16-12-52-12/000496.txt,
2019-09-16-12-52-12_000497,2019-09-16-12-52-12,000497,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000497.npy,images/2019-09-16-12-52-12/000497.png,labels/2019-09-16-12-52-12/000497.txt,
2019-09-16-12-52-12_000498,2019-09-16-12-52-12,000498,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000498.npy,images/2019-09-16-12-52-12/000498.png,labels/2019-09-16-12-52-12/000498.txt,
2019-09-16-12-52-12_000499,2019-09-16-12-52-12,000499,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000499.npy,images/2019-09-16-12-52-12/000499.png,labels/2019-09-16-12-52-12/000499.txt,
2019-09-16-12-52-12_000500,2019-09-16-12-52-12,000500,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000500.npy,images/2019-09-16-12-52-12/000500.png,labels/2019-09-16-12-52-12/000500.txt,
2019-09-16-12-52-12_000501,2019-09-16-12-52-12,000501,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000501.npy,images/2019-09-16-12-52-12/000501.png,labels/2019-09-16-12-52-12/000501.txt,
2019-09-16-12-52-12_000502,2019-09-16-12-52-12,000502,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000502.npy,images/2019-09-16-12-52-12/000502.png,labels/2019-09-16-12-52-12/000502.txt,
2019-09-16-12-52-12_000503,2019-09-16-12-52-12,000503,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000503.npy,images/2019-09-16-12-52-12/000503.png,labels/2019-09-16-12-52-12/000503.txt,
2019-09-16-12-52-12_000504,2019-09-16-12-52-12,000504,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000504.npy,images/2019-09-16-12-52-12/000504.png,labels/2019-09-16-12-52-12/000504.txt,
2019-09-16-12-52-12_000505,2019-09-16-12-52-12,000505,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000505.npy,images/2019-09-16-12-52-12/000505.png,labels/2019-09-16-12-52-12/000505.txt,
2019-09-16-12-52-12_000506,2019-09-16-12-52-12,000506,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000506.npy,images/2019-09-16-12-52-12/000506.png,labels/2019-09-16-12-52-12/000506.txt,
2019-09-16-12-52-12_000507,2019-09-16-12-52-12,000507,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000507.npy,images/2019-09-16-12-52-12/000507.png,labels/2019-09-16-12-52-12/000507.txt,
2019-09-16-12-52-12_000508,2019-09-16-12-52-12,000508,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000508.npy,images/2019-09-16-12-52-12/000508.png,labels/2019-09-16-12-52-12/000508.txt,
2019-09-16-12-52-12_000509,2019-09-16-12-52-12,000509,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000509.npy,images/2019-09-16-12-52-12/000509.png,labels/2019-09-16-12-52-12/000509.txt,
2019-09-16-12-52-12_000510,2019-09-16-12-52-12,000510,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000510.npy,images/2019-09-16-12-52-12/000510.png,labels/2019-09-16-12-52-12/000510.txt,
2019-09-16-12-52-12_000511,2019-09-16-12-52-12,000511,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000511.npy,images/2019-09-16-12-52-12/000511.png,labels/2019-09-16-12-52-12/000511.txt,
2019-09-16-12-52-12_000512,2019-09-16-12-52-12,000512,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000512.npy,images/2019-09-16-12-52-12/000512.png,labels/2019-09-16-12-52-12/000512.txt,
2019-09-16-12-52-12_000513,2019-09-16-12-52-12,000513,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000513.npy,images/2019-09-16-12-52-12/000513.png,labels/2019-09-16-12-52-12/000513.txt,
2019-09-16-12-52-12_000514,2019-09-16-12-52-12,000514,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000514.npy,images/2019-09-16-12-52-12/000514.png,labels/2019-09-16-12-52-12/000514.txt,
2019-09-16-12-52-12_000515,2019-09-16-12-52-12,000515,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000515.npy,images/2019-09-16-12-52-12/000515.png,labels/2019-09-16-12-52-12/000515.txt,
2019-09-16-12-52-12_000516,2019-09-16-12-52-12,000516,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000516.npy,images/2019-09-16-12-52-12/000516.png,labels/2019-09-16-12-52-12/000516.txt,
2019-09-16-12-52-12_000517,2019-09-16-12-52-12,000517,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000517.npy,images/2019-09-16-12-52-12/000517.png,labels/2019-09-16-12-52-12/000517.txt,
2019-09-16-12-52-12_000518,2019-09-16-12-52-12,000518,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000518.npy,images/2019-09-16-12-52-12/000518.png,labels/2019-09-16-12-52-12/000518.txt,
2019-09-16-12-52-12_000519,2019-09-16-12-52-12,000519,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000519.npy,images/2019-09-16-12-52-12/000519.png,labels/2019-09-16-12-52-12/000519.txt,
2019-09-16-12-52-12_000520,2019-09-16-12-52-12,000520,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000520.npy,images/2019-09-16-12-52-12/000520.png,labels/2019-09-16-12-52-12/000520.txt,
2019-09-16-12-52-12_000521,2019-09-16-12-52-12,000521,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000521.npy,images/2019-09-16-12-52-12/000521.png,labels/2019-09-16-12-52-12/000521.txt,
2019-09-16-12-52-12_000522,2019-09-16-12-52-12,000522,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000522.npy,images/2019-09-16-12-52-12/000522.png,labels/2019-09-16-12-52-12/000522.txt,
2019-09-16-12-52-12_000523,2019-09-16-12-52-12,000523,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000523.npy,images/2019-09-16-12-52-12/000523.png,labels/2019-09-16-12-52-12/000523.txt,
2019-09-16-12-52-12_000524,2019-09-16-12-52-12,000524,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000524.npy,images/2019-09-16-12-52-12/000524.png,labels/2019-09-16-12-52-12/000524.txt,
2019-09-16-12-52-12_000525,2019-09-16-12-52-12,000525,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000525.npy,images/2019-09-16-12-52-12/000525.png,labels/2019-09-16-12-52-12/000525.txt,
2019-09-16-12-52-12_000526,2019-09-16-12-52-12,000526,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000526.npy,images/2019-09-16-12-52-12/000526.png,labels/2019-09-16-12-52-12/000526.txt,
2019-09-16-12-52-12_000527,2019-09-16-12-52-12,000527,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000527.npy,images/2019-09-16-12-52-12/000527.png,labels/2019-09-16-12-52-12/000527.txt,
2019-09-16-12-52-12_000528,2019-09-16-12-52-12,000528,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000528.npy,images/2019-09-16-12-52-12/000528.png,labels/2019-09-16-12-52-12/000528.txt,
2019-09-16-12-52-12_000529,2019-09-16-12-52-12,000529,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000529.npy,images/2019-09-16-12-52-12/000529.png,labels/2019-09-16-12-52-12/000529.txt,
2019-09-16-12-52-12_000530,2019-09-16-12-52-12,000530,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000530.npy,images/2019-09-16-12-52-12/000530.png,labels/2019-09-16-12-52-12/000530.txt,
2019-09-16-12-52-12_000531,2019-09-16-12-52-12,000531,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000531.npy,images/2019-09-16-12-52-12/000531.png,labels/2019-09-16-12-52-12/000531.txt,
2019-09-16-12-52-12_000532,2019-09-16-12-52-12,000532,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000532.npy,images/2019-09-16-12-52-12/000532.png,labels/2019-09-16-12-52-12/000532.txt,
2019-09-16-12-52-12_000533,2019-09-16-12-52-12,000533,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000533.npy,images/2019-09-16-12-52-12/000533.png,labels/2019-09-16-12-52-12/000533.txt,
2019-09-16-12-52-12_000534,2019-09-16-12-52-12,000534,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000534.npy,images/2019-09-16-12-52-12/000534.png,labels/2019-09-16-12-52-12/000534.txt,
2019-09-16-12-52-12_000535,2019-09-16-12-52-12,000535,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000535.npy,images/2019-09-16-12-52-12/000535.png,labels/2019-09-16-12-52-12/000535.txt,
2019-09-16-12-52-12_000536,2019-09-16-12-52-12,000536,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000536.npy,images/2019-09-16-12-52-12/000536.png,labels/2019-09-16-12-52-12/000536.txt,
2019-09-16-12-52-12_000537,2019-09-16-12-52-12,000537,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000537.npy,images/2019-09-16-12-52-12/000537.png,labels/2019-09-16-12-52-12/000537.txt,
2019-09-16-12-52-12_000538,2019-09-16-12-52-12,000538,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000538.npy,images/2019-09-16-12-52-12/000538.png,labels/2019-09-16-12-52-12/000538.txt,
2019-09-16-12-52-12_000539,2019-09-16-12-52-12,000539,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000539.npy,images/2019-09-16-12-52-12/000539.png,labels/2019-09-16-12-52-12/000539.txt,
2019-09-16-12-52-12_000540,2019-09-16-12-52-12,000540,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000540.npy,images/2019-09-16-12-52-12/000540.png,labels/2019-09-16-12-52-12/000540.txt,
2019-09-16-12-52-12_000541,2019-09-16-12-52-12,000541,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000541.npy,images/2019-09-16-12-52-12/000541.png,labels/2019-09-16-12-52-12/000541.txt,
2019-09-16-12-52-12_000542,2019-09-16-12-52-12,000542,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000542.npy,images/2019-09-16-12-52-12/000542.png,labels/2019-09-16-12-52-12/000542.txt,
2019-09-16-12-52-12_000543,2019-09-16-12-52-12,000543,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000543.npy,images/2019-09-16-12-52-12/000543.png,labels/2019-09-16-12-52-12/000543.txt,
2019-09-16-12-52-12_000544,2019-09-16-12-52-12,000544,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000544.npy,images/2019-09-16-12-52-12/000544.png,labels/2019-09-16-12-52-12/000544.txt,
2019-09-16-12-52-12_000545,2019-09-16-12-52-12,000545,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000545.npy,images/2019-09-16-12-52-12/000545.png,labels/2019-09-16-12-52-12/000545.txt,
2019-09-16-12-52-12_000546,2019-09-16-12-52-12,000546,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000546.npy,images/2019-09-16-12-52-12/000546.png,labels/2019-09-16-12-52-12/000546.txt,
2019-09-16-12-52-12_000547,2019-09-16-12-52-12,000547,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000547.npy,images/2019-09-16-12-52-12/000547.png,labels/2019-09-16-12-52-12/000547.txt,
2019-09-16-12-52-12_000548,2019-09-16-12-52-12,000548,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000548.npy,images/2019-09-16-12-52-12/000548.png,labels/2019-09-16-12-52-12/000548.txt,
2019-09-16-12-52-12_000549,2019-09-16-12-52-12,000549,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000549.npy,images/2019-09-16-12-52-12/000549.png,labels/2019-09-16-12-52-12/000549.txt,
2019-09-16-12-52-12_000550,2019-09-16-12-52-12,000550,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000550.npy,images/2019-09-16-12-52-12/000550.png,labels/2019-09-16-12-52-12/000550.txt,
2019-09-16-12-52-12_000551,2019-09-16-12-52-12,000551,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000551.npy,images/2019-09-16-12-52-12/000551.png,labels/2019-09-16-12-52-12/000551.txt,
2019-09-16-12-52-12_000552,2019-09-16-12-52-12,000552,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000552.npy,images/2019-09-16-12-52-12/000552.png,labels/2019-09-16-12-52-12/000552.txt,
2019-09-16-12-52-12_000553,2019-09-16-12-52-12,000553,000025,3,2,car,range_angle.box,2019-09-16-12-52-12/range_angle_processed/000553.npy,images/2019-09-16-12-52-12/000553.png,labels/2019-09-16-12-52-12/000553.txt,
