sequence_id,frame_id,object_id,class_id,x1,y1,x2,y2
2019-09-16-12-52-12,000894,000043,2,64.000,125.000,76.000,128.000
2019-09-16-12-52-12,000895,000043,2,71.000,125.000,77.000,127.000
2019-09-16-12-52-12,000896,000043,2,68.000,124.000,78.000,127.000
2019-09-16-12-52-12,000897,000043,2,72.000,125.000,80.000,127.000
2019-09-16-12-52-12,000898,000043,2,78.000,126.000,83.000,127.000
2019-09-16-12-52-12,000899,000043,2,80.000,125.000,85.000,127.000
2019-09-16-12-52-12,000900,000043,2,82.000,123.000,87.000,127.000
2019-09-16-12-52-12,000901,000043,2,86.000,125.000,90.000,128.000
2019-09-16-12-52-12,000902,000043,2,81.000,126.000,92.000,127.000
2019-09-16-12-52-12,000903,000043,2,86.000,125.000,93.000,128.000
2019-09-16-12-52-12,000904,000043,2,81.000,125.000,94.000,128.000
2019-09-16-12-52-12,000905,000043,2,87.000,126.000,98.000,127.000
2019-09-16-12-52-12,000906,000043,2,94.000,126.000,100.000,128.000
2019-09-16-12-52-12,000907,000043,2,96.000,125.000,103.000,128.000
2019-09-16-12-52-12,000908,000043,2,98.000,125.000,104.000,127.000
2019-09-16-12-52-12,000909,000043,2,99.000,125.000,106.000,128.000
2019-09-16-12-52-12,000910,000043,2,100.000,127.000,109.000,128.000
2019-09-16-12-52-12,000911,000043,2,100.000,125.000,110.000,128.000
2019-09-16-12-52-12,000912,000043,2,107.000,125.000,111.000,127.000
2019-09-16-12-52-12,000913,000043,2,106.000,127.000,113.000,128.000
2019-09-16-12-52-12,000914,000043,2,109.000,127.000,115.000,128.000
2019-09-16-12-52-12,000915,000043,2,111.000,127.000,116.000,128.000
2019-09-16-12-52-12,000916,000043,2,103.000,126.000,120.000,128.000
2019-09-16-12-52-12,000917,000043,2,117.000,126.000,122.000,128.000
2019-09-16-12-52-12,000918,000043,2,114.000,127.000,126.000,128.000
2019-09-16-12-52-12,000919,000043,2,118.000,126.000,126.000,128.000
2019-09-16-12-52-12,000920,000043,2,120.000,126.000,130.000,128.000
2019-09-16-12-52-12,000921,000043,2,123.000,127.000,131.000,128.000
2019-09-16-12-52-12,000922,000043,2,127.000,125.000,133.000,128.000
2019-09-16-12-52-12,000923,000043,2,118.000,127.000,133.000,128.000
2019-09-16-12-52-12,000924,000043,2,130.000,125.000,139.000,129.000
2019-09-16-12-52-12,000925,000043,2,125.000,127.000,139.000,128.000
2019-09-16-12-52-12,000926,000043,2,128.000,127.000,139.000,128.000
2019-09-16-12-52-12,000927,000043,2,124.000,127.000,141.000,128.000
2019-09-16-12-52-12,000928,000043,2,131.000,125.000,142.000,128.000
2019-09-16-12-52-12,000929,000043,2,139.000,126.000,144.000,130.000
2019-09-16-12-52-12,000930,000043,2,139.000,127.000,146.000,130.000
2019-09-16-12-52-12,000931,000043,2,129.000,125.000,150.000,128.000
2019-09-16-12-52-12,000932,000043,2,130.000,125.000,150.000,131.000
2019-09-16-12-52-12,000933,000043,2,145.000,126.000,155.000,128.000
2019-09-16-12-52-12,000934,000043,2,142.000,127.000,155.000,129.000
2019-09-16-12-52-12,000935,000043,2,148.000,127.000,158.000,128.000
2019-09-16-12-52-12,000936,000043,2,145.000,127.000,159.000,131.000
2019-09-16-12-52-12,000937,000043,2,150.000,127.000,161.000,129.000
2019-09-16-12-52-12,000938,000043,2,147.000,125.000,162.000,130.000
2019-09-16-12-52-12,000939,000043,2,151.000,126.000,164.000,132.000
2019-09-16-12-52-12,000940,000043,2,152.000,124.000,165.000,128.000
2019-09-16-12-52-12,000941,000043,2,150.000,125.000,169.000,129.000
2019-09-16-12-52-12,000942,000043,2,156.000,126.000,171.000,133.000
2019-09-16-12-52-12,000943,000043,2,155.000,124.000,173.000,130.000
2019-09-16-12-52-12,000944,000043,2,154.000,126.000,174.000,131.000
2019-09-16-12-52-12,000945,000043,2,155.000,126.000,179.000,130.000
2019-09-16-12-52-12,000946,000043,2,170.000,127.000,178.000,130.000
2019-09-16-12-52-12,000947,000043,2,159.000,126.000,180.000,131.000
2019-09-16-12-52-12,000948,000043,2,157.000,125.000,183.000,130.000
2019-09-16-12-52-12,000949,000043,2,159.000,126.000,185.000,131.000
2019-09-16-12-52-12,000950,000043,2,178.000,126.000,185.000,131.000
2019-09-16-12-52-12,000951,000043,2,164.000,124.000,186.000,131.000
2019-09-16-12-52-12,000952,000043,2,161.000,97.000,189.000,133.000
2019-09-16-12-52-12,000953,000043,2,164.000,125.000,189.000,131.000
2019-09-16-12-52-12,000954,000043,2,169.000,98.000,191.000,131.000
2019-09-16-12-52-12,000955,000043,2,172.000,126.000,197.000,131.000
2019-09-16-12-52-12,000956,000043,2,174.000,123.000,197.000,133.000
2019-09-16-12-52-12,000957,000043,2,189.000,125.000,199.000,131.000
2019-09-16-12-52-12,000958,000043,2,178.000,99.000,199.000,133.000
2019-09-16-12-52-12,000959,000043,2,179.000,95.000,203.000,130.000
2019-09-16-12-52-12,000960,000043,2,179.000,97.000,205.000,131.000
2019-09-16-12-52-12,000961,000043,2,180.000,99.000,207.000,131.000
2019-09-16-12-52-12,000962,000043,2,183.000,98.000,209.000,130.000
2019-09-16-12-52-12,000963,000043,2,185.000,95.000,210.000,132.000
2019-09-16-12-52-12,000964,000043,2,184.000,95.000,211.000,133.000
2019-09-16-12-52-12,000965,000043,2,185.000,90.000,213.000,132.000
2019-09-16-12-52-12,000966,000043,2,188.000,92.000,216.000,133.000
2019-09-16-12-52-12,000967,000043,2,190.000,99.000,216.000,133.000
2019-09-16-12-52-12,000968,000043,2,192.000,74.000,219.000,131.000
2019-09-16-12-52-12,000969,000043,2,193.000,97.000,220.000,133.000
2019-09-16-12-52-12,000970,000043,2,197.000,48.000,221.000,176.000
2019-09-16-12-52-12,000971,000043,2,196.000,84.000,225.000,177.000
2019-09-16-12-52-12,000972,000043,2,198.000,46.000,227.000,175.000
2019-09-16-12-52-12,000973,000043,2,200.000,54.000,228.000,169.000
2019-09-16-12-52-12,000974,000043,2,202.000,28.000,229.000,196.000
2019-09-16-12-52-12,000975,000043,2,204.000,48.000,232.000,131.000
2019-09-16-12-52-12,000976,000043,2,207.000,43.000,237.000,192.000
2019-09-16-12-52-12,000977,000043,2,207.000,39.000,235.000,131.000
2019-09-16-12-52-12,000978,000043,2,210.000,16.000,237.000,184.000
2019-09-16-12-52-12,000979,000043,2,208.000,67.000,237.000,234.000
2019-09-16-12-52-12,000980,000043,2,215.000,70.000,237.000,182.000
2019-09-16-12-52-12,000981,000043,2,217.000,45.000,239.000,237.000
2019-09-16-12-52-12,000982,000043,2,218.000,24.000,240.000,250.000
2019-09-16-12-52-12,000983,000043,2,220.000,12.000,241.000,183.000
2019-09-16-12-52-12,000984,000043,2,221.000,24.000,244.000,196.000
2019-09-16-12-52-12,000985,000043,2,223.000,22.000,245.000,217.000
2019-09-16-12-52-12,000986,000043,2,225.000,47.000,246.000,142.000
2019-09-16-12-52-12,000987,000043,2,223.000,22.000,247.000,237.000
2019-09-16-12-52-12,000988,000043,2,227.000,37.000,248.000,230.000
2019-09-16-12-52-12,000989,000043,2,229.000,12.000,249.000,237.000
2019-09-16-12-52-12,000990,000043,2,230.000,45.000,241.000,199.000
2019-09-16-12-52-12,000991,000043,2,232.000,45.000,242.000,224.000
2019-09-16-12-52-12,000992,000043,2,220.000,22.000,248.000,244.000
2019-09-16-12-52-12,000993,000043,2,233.000,12.000,245.000,237.000
2019-09-16-12-52-12,000994,000043,2,226.000,35.000,246.000,228.000
2019-09-16-12-52-12,000995,000043,2,228.000,32.000,248.000,250.000
2019-09-16-12-52-12,000996,000043,2,228.000,22.000,248.000,244.000
2019-09-16-12-52-12,000997,000043,2,234.000,12.000,249.000,237.000
2019-09-16-12-52-12,000998,000043,2,237.000,16.000,249.000,250.000
2019-09-16-12-52-12,000999,000043,2,238.000,12.000,248.000,250.000
2019-09-16-12-52-12,001000,000043,2,243.000,19.000,248.000,240.000
2019-09-16-12-52-12,001001,000043,2,247.000,19.000,248.000,22.000
2019-09-16-12-52-12,001002,000043,2,242.000,60.000,244.000,62.000
2019-09-16-13-13-01,000037,000448,2,168.000,194.000,171.000,196.000
2019-09-16-13-13-01,000038,000448,2,170.000,193.000,172.000,195.000
2019-09-16-13-13-01,000039,000448,2,171.000,194.000,176.000,197.000
2019-09-16-13-13-01,000040,000448,2,175.000,196.000,177.000,198.000
2019-09-16-13-13-01,000041,000448,2,177.000,191.000,179.000,194.000
2019-09-16-13-13-01,000042,000448,2,176.000,194.000,181.000,199.000
2019-09-16-13-13-01,000043,000448,2,171.000,172.000,185.000,199.000
2019-09-16-13-13-01,000044,000448,2,174.000,167.000,187.000,195.000
2019-09-16-13-13-01,000045,000448,2,174.000,167.000,189.000,195.000
2019-09-16-13-13-01,000046,000448,2,175.000,169.000,191.000,198.000
2019-09-16-13-13-01,000047,000448,2,177.000,163.000,194.000,199.000
2019-09-16-13-13-01,000048,000448,2,180.000,164.000,195.000,200.000
2019-09-16-13-13-01,000049,000448,2,181.000,145.000,196.000,193.000
2019-09-16-13-13-01,000050,000448,2,184.000,137.000,198.000,192.000
2019-09-16-13-13-01,000051,000448,2,185.000,144.000,199.000,154.000
2019-09-16-13-13-01,000052,000448,2,183.000,141.000,201.000,175.000
2019-09-16-13-13-01,000053,000448,2,187.000,98.000,201.000,203.000
2019-09-16-13-13-01,000054,000448,2,186.000,123.000,200.000,173.000
2019-09-16-13-13-01,000055,000448,2,187.000,102.000,202.000,151.000
2019-09-16-13-13-01,000056,000448,2,186.000,101.000,202.000,155.000
2019-09-16-13-13-01,000057,000448,2,186.000,108.000,201.000,166.000
2019-09-16-13-13-01,000058,000448,2,185.000,104.000,200.000,132.000
2019-09-16-13-13-01,000059,000448,2,184.000,106.000,199.000,134.000
2019-09-16-13-13-01,000060,000448,2,182.000,78.000,199.000,134.000
2019-09-16-13-13-01,000061,000448,2,181.000,81.000,197.000,125.000
2019-09-16-13-13-01,000062,000448,2,182.000,78.000,196.000,114.000
2019-09-16-13-13-01,000063,000448,2,180.000,83.000,195.000,113.000
2019-09-16-13-13-01,000064,000448,2,176.000,87.000,192.000,111.000
2019-09-16-13-13-01,000065,000448,2,174.000,77.000,188.000,99.000
2019-09-16-13-13-01,000066,000448,2,172.000,79.000,186.000,92.000
2019-09-16-13-13-01,000067,000448,2,171.000,76.000,184.000,91.000
2019-09-16-13-13-01,000068,000448,2,170.000,85.000,180.000,92.000
2019-09-16-13-13-01,000069,000448,2,169.000,78.000,177.000,90.000
2019-09-16-13-13-01,000070,000448,2,169.000,80.000,175.000,90.000
2019-09-16-13-13-01,000071,000448,2,155.000,62.000,171.000,82.000
2019-09-16-13-13-01,000072,000448,2,155.000,61.000,167.000,71.000
2019-09-16-13-13-01,000073,000448,2,155.000,65.000,164.000,72.000
2019-09-16-13-13-01,000074,000448,2,156.000,63.000,161.000,67.000
2019-09-16-13-13-01,000075,000448,2,153.000,62.000,157.000,64.000
2019-09-16-13-13-01,000076,000448,2,152.000,62.000,156.000,66.000
2019-09-16-13-13-01,000077,000448,2,145.000,63.000,156.000,66.000
2019-09-16-13-13-01,000078,000448,2,155.000,61.000,157.000,64.000
2019-09-16-13-13-01,000079,000448,2,142.000,62.000,156.000,66.000
2019-09-16-13-13-01,000106,000456,2,170.000,199.000,172.000,201.000
2019-09-16-13-13-01,000107,000456,2,167.000,197.000,171.000,199.000
2019-09-16-13-13-01,000108,000456,2,168.000,195.000,175.000,196.000
2019-09-16-13-13-01,000109,000456,2,172.000,195.000,175.000,197.000
2019-09-16-13-13-01,000110,000456,2,175.000,195.000,177.000,197.000
2019-09-16-13-13-01,000111,000456,2,162.000,192.000,181.000,208.000
2019-09-16-13-13-01,000112,000456,2,174.000,192.000,181.000,199.000
2019-09-16-13-13-01,000113,000456,2,169.000,194.000,185.000,199.000
2019-09-16-13-13-01,000114,000456,2,176.000,188.000,186.000,196.000
2019-09-16-13-13-01,000115,000456,2,180.000,169.000,188.000,196.000
2019-09-16-13-13-01,000116,000456,2,178.000,159.000,192.000,202.000
2019-09-16-13-13-01,000117,000456,2,179.000,169.000,195.000,203.000
2019-09-16-13-13-01,000118,000456,2,185.000,167.000,195.000,177.000
2019-09-16-13-13-01,000119,000456,2,181.000,165.000,199.000,195.000
2019-09-16-13-13-01,000120,000456,2,183.000,165.000,197.000,203.000
2019-09-16-13-13-01,000121,000456,2,180.000,162.000,199.000,195.000
2019-09-16-13-13-01,000122,000456,2,183.000,138.000,200.000,187.000
2019-09-16-13-13-01,000123,000456,2,183.000,141.000,202.000,197.000
2019-09-16-13-13-01,000124,000456,2,186.000,119.000,204.000,177.000
2019-09-16-13-13-01,000125,000456,2,193.000,143.000,204.000,155.000
2019-09-16-13-13-01,000126,000456,2,183.000,104.000,204.000,170.000
2019-09-16-13-13-01,000127,000456,2,183.000,69.000,205.000,213.000
2019-09-16-13-13-01,000128,000456,2,188.000,125.000,206.000,152.000
2019-09-16-13-13-01,000129,000456,2,180.000,119.000,204.000,174.000
2019-09-16-13-13-01,000130,000456,2,178.000,77.000,204.000,154.000
2019-09-16-13-13-01,000131,000456,2,186.000,84.000,204.000,152.000
2019-09-16-13-13-01,000132,000456,2,185.000,81.000,205.000,134.000
2019-09-16-13-13-01,000133,000456,2,186.000,99.000,204.000,133.000
2019-09-16-13-13-01,000134,000456,2,183.000,81.000,203.000,134.000
2019-09-16-13-13-01,000135,000456,2,180.000,82.000,202.000,128.000
2019-09-16-13-13-01,000136,000456,2,179.000,52.000,199.000,143.000
2019-09-16-13-13-01,000137,000456,2,180.000,81.000,198.000,114.000
2019-09-16-13-13-01,000138,000456,2,179.000,86.000,197.000,114.000
2019-09-16-13-13-01,000139,000456,2,177.000,84.000,192.000,123.000
2019-09-16-13-13-01,000140,000456,2,175.000,87.000,191.000,95.000
2019-09-16-13-13-01,000141,000456,2,178.000,84.000,189.000,92.000
2019-09-16-13-13-01,000142,000456,2,177.000,78.000,185.000,90.000
2019-09-16-13-13-01,000143,000456,2,172.000,80.000,183.000,90.000
2019-09-16-13-13-01,000144,000456,2,169.000,73.000,179.000,88.000
2019-09-16-13-13-01,000145,000456,2,155.000,64.000,175.000,90.000
2019-09-16-13-13-01,000146,000456,2,155.000,63.000,172.000,78.000
2019-09-16-13-13-01,000147,000456,2,154.000,53.000,170.000,71.000
2019-09-16-13-13-01,000148,000456,2,156.000,64.000,166.000,74.000
2019-09-16-13-13-01,000149,000456,2,155.000,62.000,163.000,67.000
2019-09-16-13-13-01,000150,000456,2,152.000,63.000,156.000,66.000
2019-09-16-13-13-01,000151,000456,2,152.000,57.000,157.000,67.000
2019-09-16-13-13-01,000152,000456,2,156.000,64.000,157.000,65.000
